@relation miml_birds.arff_geometric_transformation

@attribute id {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282}
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute BRCR {0,1}
@attribute PAWR {0,1}
@attribute PSFL {0,1}
@attribute RBNU {0,1}
@attribute DEJU {0,1}
@attribute OSFL {0,1}
@attribute HETH {0,1}
@attribute CBCH {0,1}
@attribute VATH {0,1}
@attribute HEWA {0,1}
@attribute SWTH {0,1}
@attribute HAFL {0,1}
@attribute WETA {0,1}
@attribute BHGB {0,1}
@attribute GCKI {0,1}
@attribute WAVI {0,1}
@attribute MGWA {0,1}
@attribute STJA {0,1}
@attribute CONI {0,1}

@data
92,0.938541,0.958778,0.633908,0.522901,0.000545,0.07387,-0.000001,-0.000677,0.000001,0.010662,0.641177,0.522875,23.548133,10.128725,154.5,171.5,23,36,595.5,109,20.696824,0.776299,0.043389,0.010749,0.006993,0.085443,0.15035,0.15514,0.040984,0.015144,0.036359,0.019248,0.044304,0.060004,0.174176,0.091415,0.096562,0.137045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,0.943741,0.91421,0.460087,0.509781,0.001418,0.078078,0.000012,0.000864,0.000008,0.01232,0.452941,0.365949,24.08606,11.868812,100,134,32,33,610.5,112,24.784767,0.850506,0.200978,0.03005,0.01252,0.086072,0.147591,0.097656,0.027344,0.016046,0.214677,0.028963,0.012368,0.093114,0.176393,0.089844,0.050781,0.017466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.936611,0.965475,0.362031,0.52242,0.000593,0.079796,-0.000001,-0.000834,0.000001,0.011504,0.382353,0.475736,23.384241,11.264456,81.5,103.5,25.5,78,999,225,48.705822,0.637711,0.012708,0.018421,0.044586,0.083551,0.15555,0.123038,0.069893,0.015892,0.028111,0.019917,0.010406,0.117424,0.257403,0.067127,0.041667,0.070064,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
95,0.945568,0.950568,0.768161,0.493529,0.000459,0.07068,-0.000002,0.002711,0.000001,0.010048,0.778432,0.497863,23.61593,8.191838,184,206,22,23,379.5,81,17.289111,0.774583,0.082546,0.067302,0.027744,0.037119,0.071799,0.108765,0.030488,0.052058,0.030717,0.018522,0.04032,0.104802,0.08689,0.185442,0.037043,0.018445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,0.93753,0.947482,0.405096,0.524435,0.000864,0.079929,-0.000016,-0.000942,0.000003,0.011772,0.407843,0.567106,23.147894,12.107344,91,111.5,28.5,44.5,1015,170,31.097684,0.647096,0.0558,0.090366,0.064646,0.10219,0.177994,0.082803,0.082052,0.04605,0.072563,0.017964,0.077181,0.118919,0.181806,0.105951,0.069231,0.063758,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
98,0.918788,0.99232,0.378533,0.470424,0.0002,0.077264,0,0.002794,0,0.011226,0.378432,0.176835,22.1952,11.83304,88.5,105,16.5,142.5,1981.5,332,55.96005,0.830896,0.003205,0.002922,0.00471,0.043903,0.372013,0.040833,0.001068,0.002137,0.003205,0.001461,0.001962,0.09095,0.35326,0.073775,0.003925,0.000676,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
99,0.934293,0.962125,0.645371,0.527576,0.00078,0.079111,-0.000008,-0.003497,0.000002,0.011394,0.641177,0.467949,21.970424,10.607011,150.5,174.5,24.5,63,944.5,173,36.422611,0.657064,0.035579,0.032995,0.104546,0.130855,0.218021,0.063744,0.045977,0.050028,0.041675,0.013842,0.086207,0.152669,0.19159,0.07377,0.036497,0.123563,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
100,0.927146,0.944933,0.627809,0.508502,0.000255,0.071701,0,0.000128,0,0.010099,0.62549,0.496297,22.996989,9.340443,152,169,17,21.5,307.5,69.5,16.100517,0.856106,0.061342,0.048342,0.025897,0.102622,0.167812,0.125494,0.061856,0.013918,0.032466,0.012835,0.019868,0.143479,0.151932,0.079735,0.094426,0.048883,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,0.933103,0.955266,0.394867,0.536895,0.000959,0.071725,0.000014,-0.006059,0.000005,0.011716,0.382353,0.518214,23.106659,9.724648,89,111.5,32.5,69,1317.5,218.5,37.565715,0.616055,0.074039,0.008772,0.022562,0.048246,0.23183,0.092085,0.057018,0.081307,0.040994,0.024668,0.052632,0.040446,0.236393,0.065631,0.1125,0.125,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
102,0.944951,0.956625,0.394393,0.512669,0.001653,0.076305,0.000046,-0.001541,0.000017,0.011351,0.394118,0.428322,23.404117,10.026311,87,116,45.5,77.5,1741,290.5,49.566799,0.565152,0.096931,0.121253,0.091912,0.086957,0.078366,0.094241,0.062642,0.07302,0.070645,0.044466,0.076643,0.063393,0.194256,0.054974,0.073661,0.049107,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103,0.957104,0.944271,0.487668,0.51213,0.001357,0.072595,-0.000017,-0.004849,0.000006,0.011716,0.482353,0.579186,24.940557,11.840351,108.5,138.5,32,27.5,609,116.5,26.093124,0.642461,0.121925,0.096538,0.053957,0.068928,0.073921,0.059502,0.094045,0.067473,0.077537,0.095489,0.071428,0.062094,0.095343,0.052046,0.078513,0.098052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
104,0.98101,0.966325,0.652443,0.452195,0.003524,0.055947,0.000005,0.002636,0.00003,0.006899,0.65098,0.485714,25.095066,9.547925,133,198,65,36,1378,203,29.904934,0.588889,0.270694,0.069351,0.038031,0.01566,0.033557,0.024609,0.038031,0.100671,0.064877,0.022371,0.098434,0.04698,0.033557,0.017897,0.020134,0.105145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,0.963555,0.937138,0.566326,0.465166,0.012588,0.063557,-0.000738,0.00264,0.000558,0.008511,0.558824,0.407738,26.979199,10.960899,132.5,168,83.5,31.5,2024.5,231,29.389319,0.709606,0.22346,0.064975,0.113715,0.05768,0.103366,0.085471,0.082525,0.071178,0.093771,0.064981,0.107595,0.105851,0.124294,0.035378,0.073609,0.087643,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
106,0.96294,0.943073,0.576675,0.545311,0.00098,0.066611,0.00001,-0.003629,0.000002,0.008893,0.552941,0.789474,23.502941,7.510188,134,163,29,20,340,90,23.82353,0.586207,0.069444,0.027778,0.027778,0.020833,0.027778,0.180556,0.069444,0.055556,0.0625,0.013889,0,0.020833,0.034722,0.027778,0.201389,0.159722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.958091,0.939677,0.557341,0.496393,0.013438,0.060166,-0.000791,-0.000565,0.000676,0.008438,0.545098,0.516667,27.488279,12.732015,131.5,161,85.5,41,2554,252.5,31.218145,0.669604,0.164977,0.089109,0.043147,0.038071,0.11835,0.076402,0.044643,0.068021,0.106624,0.078369,0.029015,0.027919,0.139749,0.084753,0.049505,0.130256,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108,0.94701,0.932141,0.636907,0.5168,0.000556,0.071396,0.000004,-0.00181,0.000001,0.00969,0.629412,0.45055,23.891373,9.009027,150,175.5,23,20.5,422.5,80,19.947353,0.710714,0.122984,0.05914,0.104167,0.055625,0.073822,0.078629,0.054688,0.021338,0.078405,0.064637,0.034722,0.081726,0.094267,0.052152,0.072053,0.081597,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
109,0.975343,0.968332,0.496519,0.498568,0.002043,0.069887,-0.000016,0.000613,0.00001,0.009529,0.509804,0.437838,23.934073,7.833341,101,149,47.5,35,999,157.5,24.60911,0.604895,0.078078,0.076295,0.114905,0.086473,0.064344,0.024616,0.016878,0.019033,0.070008,0.103523,0.121733,0.075421,0.058843,0.039251,0.069625,0.029406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0.961866,0.919664,0.785862,0.509783,0.002065,0.062063,0.000004,-0.000174,0.000013,0.009063,0.770588,0.497738,25.618899,10.552648,186.5,217.5,37,18,378,92,26.408209,0.720146,0.192167,0.067863,0.051547,0.039604,0.042544,0.116619,0.074112,0.091766,0.156588,0.031875,0.044555,0.040892,0.025918,0.029217,0.080637,0.193257,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,0.960974,0.954592,0.495608,0.513814,0.004053,0.065773,0.000004,-0.000193,0.000062,0.008144,0.519608,0.541546,26.147304,11.264935,100,143,54,49.5,1815,257,37.438491,0.643873,0.157348,0.080913,0.05291,0.068783,0.026455,0.045963,0.057817,0.071669,0.087137,0.048333,0.03809,0.083216,0.059601,0.0602,0.041157,0.190129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
113,0.964509,0.913278,0.727385,0.542197,0.001966,0.061982,-0.000028,-0.001523,0.000012,0.008995,0.739216,0.538364,25.580464,9.739768,169.5,197.5,38.5,18.5,406,89,20.603474,0.703958,0.130179,0.116392,0.059574,0.075922,0.021856,0.05,0.025478,0.078223,0.194663,0.099553,0.046512,0.057143,0.057535,0.065539,0.050122,0.079347,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,0.96017,0.947394,0.806233,0.526012,0.002072,0.06885,-0.000016,-0.003544,0.000015,0.010308,0.805883,0.438582,25.024824,9.611105,192.5,218,38.5,46,1054.5,184,31.287795,0.646731,0.137471,0.084717,0.050388,0.054012,0.081144,0.110991,0.099379,0.069786,0.131324,0.079202,0.062112,0.030864,0.064815,0.112308,0.057156,0.097682,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,0.971092,0.981878,0.556915,0.513832,0.003824,0.064295,0.000059,-0.001352,0.000054,0.008682,0.558824,0.543869,25.181883,11.269929,127,156.5,58,108.5,3626,416,58.083186,0.53318,0.043477,0.028544,0.063122,0.109312,0.087621,0.098484,0.037933,0.02657,0.023798,0.021287,0.099867,0.105216,0.081352,0.074285,0.066985,0.048985,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
116,0.943999,0.944038,0.780187,0.522167,0.000744,0.075266,-0.000004,-0.00052,0.000002,0.010645,0.790196,0.526915,24.132796,9.402589,189.5,210.5,27,41,750,170,37.191423,0.674679,0.075832,0.080808,0.065,0.093647,0.080247,0.170834,0.054546,0.06,0.088258,0.03,0.05,0.068333,0.122685,0.1225,0.12963,0.071582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.936897,0.918389,0.722918,0.475536,0.001501,0.078553,0.000018,0.003679,0.000009,0.011553,0.727451,0.499355,25.094722,10.168995,177,193.5,31,20.5,695,140,32.774479,0.730701,0.168764,0.062125,0.058485,0.035172,0.133348,0.083772,0.056818,0.075658,0.130324,0.052965,0.041502,0.041667,0.168067,0.116225,0.061313,0.088943,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,0.957882,0.945804,0.703205,0.513778,0.005806,0.073541,0.000174,-0.000474,0.000147,0.010619,0.717647,0.48052,24.816738,10.02799,167,192.5,60.5,69,2791,278.5,35.734338,0.668197,0.17411,0.120016,0.067144,0.083334,0.072952,0.071728,0.064706,0.081916,0.142327,0.092573,0.059434,0.08772,0.072631,0.076471,0.043614,0.115731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.957876,0.93939,0.418404,0.498103,0.000999,0.072354,-0.000003,0.001349,0.000003,0.010693,0.447059,0.467262,23.555651,9.44511,94,121,29,20,472,79.5,17.969512,0.751078,0.080862,0.038044,0.102263,0.057053,0.108103,0.137567,0.081448,0.011236,0.079581,0.086051,0.08427,0.078805,0.033708,0.079453,0.130053,0.061002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120,0.956779,0.92317,0.63712,0.516793,0.000659,0.074816,-0.000001,0.000959,0.000001,0.011304,0.631373,0.5,24.133046,8.962042,149.5,175,25.5,14.5,301,67,16.187742,0.79132,0.117649,0.181501,0.082706,0.023252,0.028875,0.04564,0.093009,0.052206,0.098602,0.026668,0.063433,0.078157,0.06113,0.022388,0.01579,0.06689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
121,0.946803,0.961215,0.615349,0.453084,0.001737,0.06638,-0.000046,0.005414,0.000012,0.010403,0.635294,0.320602,24.388992,9.532049,141,170,34.5,64,1381.5,227.5,38.096843,0.65864,0.098576,0.064789,0.022138,0.035905,0.082135,0.111445,0.123467,0.078158,0.081534,0.029944,0.04313,0.048711,0.163789,0.073062,0.061016,0.082277,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
122,0.987991,0.96435,0.651854,0.504735,0.023293,0.052608,0.002145,0.000762,0.001764,0.006295,0.652941,0.450949,31.901515,12.607735,127.5,206,127,40.5,4312,358.5,38.13612,0.711143,0.142683,0.075445,0.061081,0.042616,0.051434,0.049293,0.055819,0.052255,0.11433,0.061195,0.0622,0.04271,0.047822,0.040289,0.066564,0.092516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,0.967048,0.937643,0.686215,0.54839,0.001251,0.083208,0.000011,-0.004254,0.000004,0.012383,0.678432,0.567857,25.643424,10.030363,158.5,195,36.5,21,522,107,21.933156,0.68254,0.227309,0.066371,0.045798,0.021052,0.03402,0.067297,0.051236,0.066679,0.093502,0.033113,0.063449,0.069736,0.033649,0.029227,0.021329,0.090646,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,0.958283,0.91687,0.855912,0.461509,0.000761,0.075011,-0.000001,0.003586,0.000001,0.011755,0.872549,0.414773,24.101542,7.671169,205,231,26,16,337.5,78,18.653089,0.832312,0.131493,0.014832,0.061291,0.039974,0.042534,0.063818,0.118025,0.03738,0.048986,0.073462,0.072864,0.067709,0.05158,0.075425,0.032258,0.068374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.968272,0.942547,0.424682,0.527567,0.002756,0.069355,0.000008,-0.001515,0.000027,0.010225,0.439216,0.357143,25.332783,10.103236,85,129,51.5,45,1865,198.5,24.10623,0.652262,0.112515,0.126516,0.127167,0.071221,0.013924,0.018853,0.018853,0.029248,0.070869,0.099247,0.112638,0.066778,0.030098,0.035592,0.031018,0.063674,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
126,0.975622,0.972607,0.514735,0.477647,0.002089,0.065741,-0.000001,0.000964,0.00001,0.008415,0.509803,0.413743,26.334398,9.792354,106.5,154.5,48,40.5,1334,169,21.165346,0.692647,0.105406,0.077432,0.069669,0.087502,0.084017,0.025481,0.04129,0.022232,0.043324,0.100132,0.126437,0.073238,0.055167,0.031331,0.021827,0.078303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,0.894253,0.956061,0.40053,0.493017,0.000109,0.083214,0,0.001864,0,0.01281,0.4,0.227273,21.848963,11.474294,96.5,108,12,23.5,229.5,65,18.621807,0.824852,0.018026,0.010274,0.007752,0.1681,0.295264,0.009554,0.00637,0.013459,0.018026,0.014122,0.00685,0.141485,0.279119,0.036712,0,0.007061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.951443,0.945029,0.594197,0.502211,0.014297,0.074676,0.000704,0.001915,0.001398,0.011037,0.613726,0.509804,29.368362,16.125355,138,161,110.5,163.5,12090,756.5,53.165021,0.620889,0.176454,0.068408,0.044,0.106502,0.114178,0.084196,0.070313,0.093856,0.132218,0.065306,0.057348,0.119891,0.159091,0.116439,0.094406,0.079646,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
129,0.960542,0.953882,0.69732,0.505828,0.002079,0.071822,-0.000131,0.00181,0.000027,0.010649,0.703922,0.451299,23.488793,7.527568,163.5,187.5,44.5,52,1182,242.5,49.343472,0.581923,0.127742,0.044271,0.089826,0.05191,0.057823,0.099096,0.054897,0.031936,0.074425,0.052431,0.083334,0.09566,0.064419,0.053464,0.095395,0.029368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,0.963858,0.955712,0.61851,0.443013,0.012765,0.054111,0.001776,0.004509,0.000977,0.007105,0.621569,0.424784,28.308479,13.619687,149,167,97.5,52,3248,309.5,32.085618,0.666604,0.141066,0.06337,0.052242,0.082025,0.074436,0.081063,0.071429,0.040268,0.059855,0.090491,0.061729,0.14849,0.11149,0.072965,0.056084,0.089036,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
131,0.9664,0.981451,0.588708,0.511342,0.005593,0.069703,0.000308,0.001707,0.00016,0.009402,0.572549,0.42228,28.530262,15.002367,114,184.5,76,125,5960.5,515.5,50.762482,0.538762,0.063488,0.044614,0.072162,0.063367,0.076713,0.124372,0.050735,0.02586,0.023475,0.026508,0.059588,0.141268,0.058528,0.034469,0.068234,0.084511,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.94615,0.935757,0.405458,0.448208,0.001586,0.073638,0.000022,0.002211,0.00001,0.01159,0.370588,0.55792,24.673987,9.819561,82,130,37,36,1026.5,161,38.426131,0.556253,0.106738,0.064982,0.054974,0.067737,0.125407,0.051313,0.055556,0.105203,0.060764,0.06221,0.052356,0.093479,0.110749,0.070413,0.074074,0.09984,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
133,0.962593,0.94007,0.882864,0.520896,0.001082,0.07924,-0.00001,-0.001173,0.000004,0.011856,0.880392,0.625582,26.268444,9.034871,207,239,32,27.5,831.5,91.5,12.421483,0.822833,0.114058,0.148344,0.076818,0.017078,0.055649,0.067046,0.012792,0.024156,0.120974,0.04276,0.044286,0.005715,0.115228,0.061137,0.061137,0.032825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,0.972155,0.960536,0.484873,0.442527,0.002267,0.06195,0.000019,0.005523,0.000016,0.009709,0.466667,0.159091,54.724986,28.938271,100.5,149.5,49,34,1279.5,159,23.390884,0.658548,0.112306,0.064282,0.10145,0.018077,0.018817,0.060932,0.07897,0.051154,0.082671,0.121036,0.121223,0.088722,0.034167,0.01087,0.013223,0.022381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,0.949483,0.971649,0.674355,0.460348,0.001096,0.065662,-0.000007,0.002491,0.000004,0.009109,0.694118,0.511278,25.423605,12.432902,154.5,186.5,32.5,43.5,1312,151,20.367967,0.810363,0.042934,0.046596,0.056311,0.080849,0.158822,0.081167,0.039878,0.042234,0.013232,0.006563,0.02507,0.184221,0.194014,0.073828,0.051829,0.047377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,0.937323,0.964299,0.726867,0.555635,0.00093,0.076535,0.000047,-0.00507,0.000007,0.01195,0.731373,0.559121,25.099932,12.599982,177,193,35.5,76.5,1507,222.5,33.972819,0.653161,0.036348,0.024617,0.057229,0.085034,0.144643,0.131594,0.0125,0.017729,0.019726,0.014574,0.027109,0.107143,0.225978,0.066198,0.044643,0.079295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
138,0.948912,0.950231,0.567845,0.527245,0.000982,0.073584,0.000009,-0.000814,0.000005,0.011068,0.570589,0.492754,27.498715,18.636072,125.5,174,38,77.5,1779,314.5,55.441444,0.616339,0.077551,0.061905,0.044849,0.060276,0.157638,0.103854,0.031162,0.027132,0.154124,0.029447,0.032578,0.078241,0.181843,0.148853,0.057769,0.046297,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
139,0.948538,0.956416,0.665564,0.511664,0.005119,0.069822,0.000479,0.002,0.00015,0.010034,0.666667,0.506394,24.281151,11.526042,160.5,176,64,93,3567,437.5,62.133295,0.600507,0.126737,0.086363,0.059766,0.137499,0.087133,0.122142,0.077273,0.059222,0.089934,0.057278,0.088608,0.090481,0.109311,0.065077,0.063452,0.099154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,0.954988,0.939989,0.689195,0.517504,0.001697,0.065841,-0.000016,-0.001588,0.000012,0.009162,0.680393,0.559117,23.8365,8.266324,163,192,39.5,40,1185,185,29.723873,0.731872,0.102983,0.062875,0.065594,0.064681,0.121316,0.144629,0.063187,0.066696,0.130244,0.08658,0.09,0.054945,0.095274,0.130894,0.126099,0.090517,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,0.962586,0.944945,0.647625,0.498168,0.009025,0.064523,-0.000155,-0.001416,0.000372,0.009708,0.64902,0.412341,27.951693,13.260478,151.5,178.5,79.5,74.5,4688,473,49.661476,0.620988,0.152812,0.075316,0.083365,0.093866,0.044528,0.129048,0.054795,0.066947,0.095449,0.059058,0.048813,0.115778,0.096842,0.043651,0.067417,0.078087,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
142,0.977629,0.973728,0.727815,0.481544,0.011239,0.065318,-0.000288,0.001901,0.000377,0.009439,0.750981,0.421467,26.983174,12.95801,158,211.5,89,222.5,14769,1228.5,104.178602,0.606124,0.161268,0.084491,0.029526,0.036848,0.062345,0.064206,0.063293,0.06551,0.069498,0.064115,0.060781,0.05639,0.063806,0.041554,0.033475,0.110275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.948837,0.942655,0.62663,0.507156,0.003265,0.065477,0,0.002305,0.000055,0.008985,0.633334,0.459968,24.410327,8.73222,148.5,170.5,53.5,57.5,1486,271.5,50.438168,0.642721,0.13062,0.081124,0.058824,0.095055,0.073232,0.059144,0.092921,0.068777,0.11576,0.041596,0.039801,0.076935,0.137453,0.04571,0.046731,0.149056,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
145,0.905575,0.975502,0.400797,0.498356,0.00014,0.080437,0,-0.000042,0,0.011988,0.4,0.697143,22.299162,9.328183,96,108.5,12.5,43.5,480,110.5,25.469669,0.883673,0.010356,0.007987,0,0.099957,0.277312,0.081615,0.009479,0.006363,0.012726,0.007987,0,0.048179,0.368406,0.057657,0.003993,0.007987,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
146,0.946928,0.949847,0.779745,0.53784,0.001407,0.080917,0.000001,-0.00012,0.000007,0.012046,0.780393,0.505892,24.011215,10.054523,191,207.5,31.5,30,568,134,30.511503,0.661275,0.082006,0.03106,0.072728,0.104804,0.168342,0.127922,0.030727,0.053739,0.069437,0.012317,0.096331,0.105492,0.140059,0.065482,0.063279,0.048055,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
148,0.948,0.906415,0.729975,0.520028,0.000872,0.070289,0.000002,-0.002385,0.000003,0.010541,0.733334,0.554622,26.086146,11.431506,176,195,27.5,15.5,305.5,63,15.140778,0.771735,0.147587,0.131736,0.056163,0.143611,0.101158,0.046392,0.02518,0.077201,0.103835,0.08668,0.061738,0.069283,0.068979,0.023585,0.024,0.093987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,0.962419,0.943762,0.725486,0.514402,0.002364,0.071781,-0.000011,-0.002318,0.000019,0.009907,0.721569,0.497355,24.375843,9.737175,172,199.5,41.5,37.5,845,128,21.049594,0.708221,0.135194,0.078292,0.026355,0.053711,0.067648,0.080041,0.106558,0.077667,0.1164,0.035975,0.073414,0.076912,0.094365,0.060569,0.047628,0.100318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.957978,0.950396,0.650185,0.486308,0.003868,0.071525,0.000075,0.001157,0.000074,0.010602,0.656862,0.337552,25.606396,11.161585,149.5,178,57.5,55,2219.5,234,40.704566,0.61789,0.149558,0.107804,0.055324,0.084159,0.069831,0.082525,0.049361,0.092685,0.101425,0.06871,0.05914,0.108889,0.050567,0.034918,0.026148,0.053211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.94491,0.968791,0.663175,0.47327,0.000735,0.068903,-0.000003,0.002957,0.000002,0.009652,0.678432,0.386957,23.641881,11.994812,152.5,186,27,49.5,909,165,29.846998,0.679496,0.035451,0.032612,0.076389,0.123485,0.139857,0.071166,0.015873,0.022101,0.01714,0.01274,0.036898,0.183143,0.143798,0.035635,0.047296,0.033142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,0.949235,0.957737,0.33208,0.491432,0.000972,0.07352,-0.000012,0.00416,0.000003,0.01065,0.347059,0.5,24.112022,9.514581,72,95.5,27.5,33,537.5,102,30.02986,0.644224,0.087528,0.038266,0.064159,0.138666,0.120491,0.089096,0.072962,0.049401,0.076479,0.03969,0.083334,0.149887,0.119776,0.08539,0.08276,0.116052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,0.958464,0.939789,0.511872,0.454953,0.0057,0.066873,0.000177,0.004063,0.000147,0.009779,0.513726,0.347826,26.058484,10.595838,115.5,150.5,60.5,37.5,1444,231.5,38.035386,0.624453,0.123913,0.111144,0.028663,0.0625,0.033582,0.163706,0.09949,0.11004,0.0903,0.067548,0.04387,0.102423,0.053304,0.0375,0.05625,0.102284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,0.964385,0.942209,0.351636,0.510347,0.001076,0.0666,-0.000003,-0.001747,0.000003,0.009012,0.358824,0.457372,25.448756,10.922303,71,108.5,35.5,63,1397.5,222.5,36.628323,0.665564,0.100133,0.116164,0.056278,0.045715,0.081407,0.08394,0.077967,0.093334,0.053386,0.044369,0.07635,0.057415,0.08604,0.086665,0.067038,0.119782,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
