@relation miml_birds.arff_minimax_transformation

@attribute id {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282}
@attribute min_f1 numeric
@attribute min_f2 numeric
@attribute min_f3 numeric
@attribute min_f4 numeric
@attribute min_f5 numeric
@attribute min_f6 numeric
@attribute min_f7 numeric
@attribute min_f8 numeric
@attribute min_f9 numeric
@attribute min_f10 numeric
@attribute min_f11 numeric
@attribute min_f12 numeric
@attribute min_f13 numeric
@attribute min_f14 numeric
@attribute min_f15 numeric
@attribute min_f16 numeric
@attribute min_f17 numeric
@attribute min_f18 numeric
@attribute min_f19 numeric
@attribute min_f20 numeric
@attribute min_f21 numeric
@attribute min_f22 numeric
@attribute min_f23 numeric
@attribute min_f24 numeric
@attribute min_f25 numeric
@attribute min_f26 numeric
@attribute min_f27 numeric
@attribute min_f28 numeric
@attribute min_f29 numeric
@attribute min_f30 numeric
@attribute min_f31 numeric
@attribute min_f32 numeric
@attribute min_f33 numeric
@attribute min_f34 numeric
@attribute min_f35 numeric
@attribute min_f36 numeric
@attribute min_f37 numeric
@attribute min_f38 numeric
@attribute max_f1 numeric
@attribute max_f2 numeric
@attribute max_f3 numeric
@attribute max_f4 numeric
@attribute max_f5 numeric
@attribute max_f6 numeric
@attribute max_f7 numeric
@attribute max_f8 numeric
@attribute max_f9 numeric
@attribute max_f10 numeric
@attribute max_f11 numeric
@attribute max_f12 numeric
@attribute max_f13 numeric
@attribute max_f14 numeric
@attribute max_f15 numeric
@attribute max_f16 numeric
@attribute max_f17 numeric
@attribute max_f18 numeric
@attribute max_f19 numeric
@attribute max_f20 numeric
@attribute max_f21 numeric
@attribute max_f22 numeric
@attribute max_f23 numeric
@attribute max_f24 numeric
@attribute max_f25 numeric
@attribute max_f26 numeric
@attribute max_f27 numeric
@attribute max_f28 numeric
@attribute max_f29 numeric
@attribute max_f30 numeric
@attribute max_f31 numeric
@attribute max_f32 numeric
@attribute max_f33 numeric
@attribute max_f34 numeric
@attribute max_f35 numeric
@attribute max_f36 numeric
@attribute max_f37 numeric
@attribute max_f38 numeric
@attribute BRCR {0,1}
@attribute PAWR {0,1}
@attribute PSFL {0,1}
@attribute RBNU {0,1}
@attribute DEJU {0,1}
@attribute OSFL {0,1}
@attribute HETH {0,1}
@attribute CBCH {0,1}
@attribute VATH {0,1}
@attribute HEWA {0,1}
@attribute SWTH {0,1}
@attribute HAFL {0,1}
@attribute WETA {0,1}
@attribute BHGB {0,1}
@attribute GCKI {0,1}
@attribute WAVI {0,1}
@attribute MGWA {0,1}
@attribute STJA {0,1}
@attribute CONI {0,1}

@data
49,0.931762,0.874014,0.362679,0.414627,0.000253,0.049659,-0.000067,-0.002952,0,0.00565,0.360784,0.066667,23.572193,6.956618,76,101,16,9,187,39,7.963351,0.442736,0.044643,0.024055,0,0,0,0,0,0.007692,0.024752,0.010309,0,0.003436,0.018828,0.016736,0,0,0.992182,0.997376,0.976002,0.560833,0.02043,0.087614,0.000757,0.009683,0.00107,0.014961,0.992157,0.785714,29.266794,14.40776,239,255,172,459,36174,2857,225.644089,0.873333,0.274914,0.252475,0.309278,0.113402,0.1375,0.109489,0.1125,0.199313,0.228261,0.126923,0.092593,0.204159,0.127737,0.103846,0.08631,0.161145,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
50,0.92813,0.916721,0.445343,0.439317,0.000228,0.06512,-0.000013,-0.007786,0,0.008901,0.466667,0.347826,22.548246,7.111846,93,129,16,13,204,50,12.254902,0.502307,0.009245,0.013605,0,0.04065,0.054422,0.030817,0,0.007704,0.01849,0.009901,0,0.034014,0.03252,0.022727,0.042105,0.019802,0.988106,0.992598,0.894415,0.587266,0.010646,0.075507,0.000327,0.010764,0.00025,0.011855,0.898039,0.880952,31.911272,20.208364,219,237,109,169,9253,764,63.08181,0.891667,0.098984,0.090909,0.171032,0.126316,0.276423,0.287129,0.081633,0.095238,0.113636,0.038521,0.089368,0.227723,0.141757,0.089474,0.211382,0.156463,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,0.939288,0.924375,0.347628,0.38774,0.000327,0.037771,-0.000969,-0.007986,0,0.004274,0.337255,0.111111,23.604347,8.225956,67,105,19,15,230,62,11.929032,0.421666,0.034398,0.008547,0.008547,0.01,0.0075,0.0125,0.015873,0.007937,0.011905,0.003968,0.008547,0.008547,0,0.002506,0.005013,0.025641,0.991496,0.991288,0.962165,0.561332,0.018097,0.086538,0.000646,0.007604,0.0007,0.013415,0.980392,0.753623,32.569477,19.562237,236,255,142,137,8360,919,114.037399,0.885714,0.263441,0.137845,0.190698,0.103194,0.126984,0.188492,0.145299,0.132832,0.175,0.1075,0.150376,0.173228,0.164619,0.179487,0.102564,0.204651,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,0.939769,0.91054,0.476647,0.438298,0.000319,0.053186,-0.000908,-0.012172,0,0.006477,0.505882,0.142857,23.458334,8.267638,100,134,18,13,170,53,12.390029,0.425,0.052009,0.006623,0.027384,0.003976,0.005964,0.00994,0.021277,0.006993,0.020979,0.006993,0.006993,0.014184,0.01,0,0,0.01,0.991383,0.997529,0.947943,0.56057,0.01786,0.084125,0.000064,0.006748,0.000704,0.01579,0.933333,0.779661,28.87401,16.785294,227,255,148,460,32148,2891,259.981354,0.855729,0.28423,0.248227,0.099291,0.10596,0.146572,0.106383,0.160839,0.123702,0.155807,0.17,0.134921,0.223776,0.179669,0.067308,0.06993,0.192053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.930525,0.876258,0.492919,0.459401,0.000239,0.050943,-0.00003,-0.004352,0,0.006435,0.482353,0.125,23.098999,7.112496,111,133,15,11,226,58,14.884955,0.48006,0.019802,0.020202,0.01,0.008,0.014,0.024,0.033058,0.010101,0.027778,0.014851,0,0.027778,0.020833,0.016529,0.020202,0,0.984551,0.980719,0.692259,0.610115,0.004836,0.093782,0.000019,0.006902,0.000049,0.013542,0.694118,0.603448,25.772039,10.143723,163,191,77,59,1926,291,43.967289,0.886275,0.276,0.157025,0.089109,0.171717,0.121212,0.083333,0.09375,0.079208,0.140496,0.135417,0.080808,0.081081,0.178218,0.090909,0.054455,0.173554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.979459,0.983063,0.820879,0.508788,0.002842,0.069008,-0.000022,0.000406,0.000017,0.009575,0.815686,0.507937,24.109646,9.231862,181,236,55,64,2426,296,36.115417,0.689205,0.05812,0.051282,0.05641,0.052991,0.094017,0.049573,0.030769,0.02735,0.05641,0.039316,0.049573,0.080342,0.123077,0.075214,0.102564,0.052991,0.979459,0.983063,0.820879,0.508788,0.002842,0.069008,-0.000022,0.000406,0.000017,0.009575,0.815686,0.507937,24.109646,9.231862,181,236,55,64,2426,296,36.115417,0.689205,0.05812,0.051282,0.05641,0.052991,0.094017,0.049573,0.030769,0.02735,0.05641,0.039316,0.049573,0.080342,0.123077,0.075214,0.102564,0.052991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,0.919069,0.941055,0.979368,0.552817,0.000191,0.078509,-0.000001,-0.002602,0,0.011715,0.976471,0.588235,24.8894,9.268487,242,255,13,18,217,33,5.018433,0.92735,0.02,0.12,0.1,0.27,0.2,0,0,0.02,0.09,0,0.01,0,0.16,0,0.01,0,0.919069,0.941055,0.979368,0.552817,0.000191,0.078509,-0.000001,-0.002602,0,0.011715,0.976471,0.588235,24.8894,9.268487,242,255,13,18,217,33,5.018433,0.92735,0.02,0.12,0.1,0.27,0.2,0,0,0.02,0.09,0,0.01,0,0.16,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0.914121,0.919238,0.484307,0.46616,0.000155,0.061261,-0.000002,-0.000586,0,0.008654,0.490196,0.357143,22.559471,7.294165,117,130,13,15,217,54,13.437788,0.691111,0.019868,0.008065,0,0.015873,0.023981,0.055156,0,0.016129,0.016129,0.016129,0,0.032258,0.02381,0.063492,0,0.006623,0.977339,0.975883,0.719085,0.50703,0.00227,0.080481,0.000003,0.003993,0.00001,0.012794,0.764706,0.625,24.524656,10.683989,160,210,51,46,1744,207,24.56938,0.911765,0.174603,0.079365,0.052758,0.152318,0.178808,0.169355,0.083933,0.074341,0.190476,0.095238,0.047619,0.13245,0.274194,0.16129,0.038369,0.071942,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,0.922198,0.935672,0.963021,0.47876,0.000195,0.070078,-0.000001,-0.001398,0,0.009769,0.952941,0.25,23.666666,8.610093,236,252,14,17,192,45,6.795302,0.806723,0.02907,0.009174,0.009174,0.048951,0.061947,0.137615,0,0.011628,0.026549,0,0,0,0.087209,0.011628,0.011628,0.018349,0.94402,0.960661,0.972656,0.522654,0.000377,0.078118,0,0.003635,0,0.011621,0.976471,0.7,25.866241,9.772853,240,255,19,27,471,59,16.921875,0.946032,0.084967,0.052326,0.087209,0.119266,0.284404,0.370629,0.132743,0.020979,0.082569,0.03268,0.02907,0.044248,0.125874,0.106195,0.088496,0.122093,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,0.906203,0.881127,0.531885,0.348768,0.00013,0.050114,-0.000019,-0.006637,0,0.006264,0.541176,0.047619,22.621622,6.890043,115,145,13,10,176,57,11.687051,0.406262,0.027523,0.014388,0.012158,0.010526,0.008427,0.009119,0,0.016484,0.017094,0,0.009119,0,0,0,0,0.009174,0.984423,0.986748,0.926138,0.580666,0.005564,0.088941,0.000189,0.017992,0.000083,0.018346,0.905882,0.75,28.757881,13.673035,226,248,86,97,3192,536,90.005013,0.902597,0.24,0.174312,0.146789,0.115108,0.179487,0.179487,0.116923,0.111744,0.228682,0.25969,0.162393,0.137615,0.084211,0.071429,0.126316,0.171348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.872561,0.970705,0.363027,0.513237,0.000084,0.07574,0,0.000741,0,0.010499,0.364706,0.371429,20.54369,9.674087,88,97,9,36,309,87,24.495146,0.953704,0.011429,0.011429,0.005714,0.062857,0.388571,0.017143,0,0.005714,0.017143,0,0,0.045714,0.4,0.017143,0.017143,0,0.872561,0.970705,0.363027,0.513237,0.000084,0.07574,0,0.000741,0,0.010499,0.364706,0.371429,20.54369,9.674087,88,97,9,36,309,87,24.495146,0.953704,0.011429,0.011429,0.005714,0.062857,0.388571,0.017143,0,0.005714,0.017143,0,0,0.045714,0.4,0.017143,0.017143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,0.889913,0.983406,0.412544,0.440657,0.000112,0.072514,0,0.000852,0,0.009874,0.415686,0.121951,21.523996,10.722566,99,111,12,68,1271,223,33.342178,0.606723,0.002821,0.00141,0,0.039492,0.132762,0.019746,0,0.00141,0.002821,0.00141,0,0.026798,0.066667,0.004283,0,0.00141,0.963808,0.991632,0.91243,0.485866,0.001063,0.074351,0.00002,0.00416,0.000003,0.010376,0.894118,0.56,26.896122,15.498519,219,255,38,124,1771,287,64.80645,0.854167,0.118844,0.044968,0.054604,0.123318,0.449929,0.087444,0.008187,0.009357,0.010707,0.086724,0.092077,0.245516,0.437236,0.015515,0.007848,0.038117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67,0.939345,0.926079,0.410193,0.404409,0.00033,0.052174,-0.000145,-0.003983,0,0.006954,0.388235,0.070588,24.170815,8.563129,87,113,18,15,198,59,17.580809,0.44621,0.069767,0.007752,0,0,0.020356,0.010178,0.017812,0.003226,0.027397,0.023256,0.015504,0.061069,0.027431,0.018703,0.02118,0.044521,0.984937,0.985893,0.865823,0.560319,0.006404,0.071588,0.000011,0.009639,0.000082,0.010819,0.866667,0.62963,28.436075,12.359096,199,253,78,86,3470,428,52.790779,0.756739,0.193267,0.154312,0.109415,0.046233,0.109677,0.131783,0.193798,0.094148,0.145038,0.083207,0.109677,0.09589,0.070205,0.064516,0.071247,0.155039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
68,0.952567,0.901515,0.323181,0.437986,0.000512,0.058707,-0.000457,-0.005371,0.000001,0.007922,0.298039,0.25,23.3125,7.63999,64,99,23,11,303,68,13.761905,0.530645,0.009615,0.009009,0.003906,0.008264,0.008264,0,0,0.004808,0.048077,0.004065,0,0.011236,0,0,0,0,0.985041,0.990184,0.702254,0.582345,0.007642,0.080562,0.000021,0.006593,0.000143,0.012299,0.713726,0.842105,25.270908,9.748529,162,199,86,114,2858,483,81.626663,0.885167,0.227642,0.3125,0.163462,0.098462,0.117188,0.0625,0.093496,0.140496,0.213836,0.122449,0.182692,0.118449,0.108108,0.108108,0.164251,0.206612,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,0.887294,0.951512,0.406929,0.450804,0.000091,0.058856,-0.000068,-0.008887,0,0.008271,0.403922,0.08,22.521931,7.029121,93,114,11,23,205,71,17.449469,0.36545,0.005464,0.005464,0,0.01626,0.101562,0.028571,0,0.00409,0.005464,0.003643,0,0.04878,0.15625,0.042945,0,0.001821,0.97631,0.989404,0.753612,0.589222,0.003157,0.088669,0.000005,0.009803,0.000026,0.015088,0.756863,0.721311,24.414894,14.003433,187,198,65,118,2843,427,65.047806,0.819172,0.042105,0.02439,0.09375,0.167689,0.392857,0.231707,0.054688,0.03125,0.01626,0.02193,0.025871,0.165644,0.302368,0.134146,0.04065,0.037719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.943398,0.895815,0.298569,0.413649,0.000365,0.054004,-0.000018,-0.005318,0,0.006419,0.290196,0.192308,22.267361,6.476775,61,89,21,11,153,57,12.25,0.365854,0.010142,0,0,0.014493,0.013514,0,0,0.004706,0.007371,0.005682,0,0.013514,0.009346,0.013514,0.025882,0.01278,0.980616,0.981923,0.491558,0.591024,0.003313,0.092796,0.000045,0.011237,0.000021,0.013875,0.505882,0.830508,26.385803,11.75888,109,151,59,63,2142,219,49,0.81,0.142415,0.295455,0.175676,0.083916,0.179361,0.217391,0.120743,0.248,0.148649,0.175676,0.11215,0.1643,0.213759,0.159091,0.16726,0.157303,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
74,0.903467,0.934768,0.248091,0.45943,0.000128,0.054685,-0.000012,-0.001264,0,0.007085,0.286275,0.277778,22.200001,7.392175,50,76,12,18,216,56,14.518518,0.566696,0.014493,0,0,0.011111,0.015385,0.080645,0,0.007194,0.005128,0.008584,0,0.027778,0.016667,0,0,0,0.960825,0.966905,0.655873,0.531561,0.000936,0.077501,0,0.003943,0.000002,0.011498,0.647059,0.666667,27.775385,15.521236,160,175,31,37,650,131,26.401539,0.874494,0.056452,0.017167,0.048387,0.123188,0.244604,0.259887,0.125,0.244444,0.027778,0.021739,0.096774,0.193548,0.208633,0.265537,0.101351,0.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78,0.916536,0.896406,0.369657,0.367395,0.000182,0.057988,-0.000065,-0.007687,0,0.00715,0.372549,0.235294,22.111588,7.800801,84,104,15,12,211,66,12.894737,0.471545,0.001898,0.001139,0,0,0,0.008333,0,0.00038,0.000759,0.000759,0,0.019608,0.016216,0.012346,0,0.000759,0.975571,0.994565,0.901254,0.626935,0.002239,0.082205,0.000016,0.01749,0.00001,0.015121,0.898039,0.818182,31.736179,24.817827,216,241,45,203,3654,455,56.657089,0.9,0.27027,0.142222,0.10241,0.078078,0.366363,0.065359,0.116667,0.141667,0.185185,0.177778,0.091667,0.152778,0.432802,0.105105,0.065359,0.20915,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,0.925998,0.917202,0.399867,0.448213,0.00021,0.056556,-0.000007,-0.003242,0,0.007397,0.407843,0.166667,21.545656,6.189911,92,112,16,13,199,57,12.791339,0.593915,0.001641,0,0,0.0125,0.0125,0.044199,0,0,0.002461,0.001641,0,0.021277,0.044248,0,0,0,0.961171,0.994421,0.89733,0.571582,0.001107,0.084579,0.000003,0.004663,0.000002,0.013116,0.878431,0.769231,24.759842,12.852219,218,240,29,191,2976,454,69.259407,0.888112,0.117021,0.121547,0.083333,0.127907,0.340443,0.286624,0.10084,0.18125,0.106195,0.136986,0.095745,0.242424,0.344545,0.216561,0.138298,0.132743,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,0.933823,0.937694,0.243832,0.496549,0.000271,0.070391,-0.000001,-0.001619,0,0.009208,0.247059,0.5625,25.297522,10.120469,54,71,17,17,242,60,14.876033,0.419753,0.039683,0.007937,0.023975,0.042537,0.047619,0.039683,0.071429,0.015873,0.031746,0.02381,0.040217,0.048724,0.062645,0.068059,0.039683,0.015873,0.982994,0.991785,0.359304,0.512905,0.004319,0.074553,0.000094,-0.000208,0.000048,0.011386,0.34902,0.704545,25.858912,11.293478,55,136,81,133,4522,527,61.417294,0.83737,0.051044,0.025522,0.063492,0.095238,0.08894,0.094354,0.089714,0.03867,0.035576,0.046404,0.087302,0.214286,0.103175,0.103175,0.102862,0.140758,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,0.912803,0.845063,0.402439,0.399535,0.000188,0.052651,-0.000012,0.001844,0,0.007478,0.407843,0.088235,23.373402,10.796596,94,110,16,9,203,75,25.575447,0.554124,0.008124,0.001766,0,0,0.023622,0.015748,0.004945,0.000706,0.007418,0.004945,0.005652,0.015748,0.023622,0.015748,0,0.003532,0.966805,0.994366,0.766581,0.473542,0.001174,0.071008,0.000006,0.008845,0.000003,0.011745,0.776471,0.375,31.744503,21.437193,178,210,37,193,3957,462,53.940865,0.704861,0.212598,0.086614,0.023622,0.046273,0.332745,0.195531,0.031496,0.188976,0.110236,0.070866,0.015748,0.117318,0.392794,0.078212,0.008831,0.133858,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
82,0.941593,0.912187,0.496772,0.408552,0.000336,0.04699,-0.000214,-0.006821,0,0.005588,0.458824,0.098901,22.975954,6.829334,107,145,19,13,265,62,7.909465,0.369097,0.026316,0,0.010169,0.013559,0.010169,0.021898,0,0,0.037671,0.008772,0.017544,0.007299,0.010274,0.014599,0,0.008772,0.991049,0.993592,0.956966,0.623933,0.017822,0.087315,0.000916,0.012506,0.00078,0.014308,0.968627,0.69863,29.383972,16.163851,229,255,148,178,12230,1450,171.91333,0.925714,0.412935,0.157534,0.140351,0.077566,0.092466,0.127962,0.07874,0.102362,0.167883,0.150685,0.085616,0.155172,0.073276,0.061404,0.245614,0.226277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.933614,0.994201,0.458315,0.459851,0.000317,0.064571,0,0.001981,0,0.008298,0.458824,0.449198,30.989738,20.953701,106,128,22,188,3606,431,51.51442,0.871857,0.00153,0.002294,0.003442,0.037859,0.3587,0.034799,0.003059,0.002294,0.001147,0.002677,0.003824,0.093308,0.367878,0.072275,0.013002,0.001912,0.933614,0.994201,0.458315,0.459851,0.000317,0.064571,0,0.001981,0,0.008298,0.458824,0.449198,30.989738,20.953701,106,128,22,188,3606,431,51.51442,0.871857,0.00153,0.002294,0.003442,0.037859,0.3587,0.034799,0.003059,0.002294,0.001147,0.002677,0.003824,0.093308,0.367878,0.072275,0.013002,0.001912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,0.942616,0.994435,0.455123,0.438936,0.000407,0.061138,0,0.00372,0,0.007778,0.454902,0.287129,39.151325,29.520168,102,129,27,203,4672,472,47.684933,0.852399,0.002708,0.00352,0.005145,0.043867,0.32169,0.052803,0.007311,0.001354,0.001895,0.002166,0.008665,0.080422,0.379908,0.064988,0.019496,0.004062,0.942616,0.994435,0.455123,0.438936,0.000407,0.061138,0,0.00372,0,0.007778,0.454902,0.287129,39.151325,29.520168,102,129,27,203,4672,472,47.684933,0.852399,0.002708,0.00352,0.005145,0.043867,0.32169,0.052803,0.007311,0.001354,0.001895,0.002166,0.008665,0.080422,0.379908,0.064988,0.019496,0.004062,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,0.984483,0.976369,0.671995,0.486137,0.008376,0.048081,0.000075,-0.001063,0.000107,0.005809,0.635294,0.438596,26.791952,12.338065,129,214,79,56,2336,289,32.222607,0.509821,0.10962,0.06264,0.039347,0.03167,0.055662,0.069351,0.065259,0.032438,0.024609,0.024609,0.024609,0.064299,0.101727,0.027831,0.034549,0.0783,0.9864,0.977293,0.677369,0.498339,0.008936,0.049526,0.000109,-0.000595,0.000131,0.006051,0.639216,0.527273,28.448689,15.248957,135,215,86,58,2592,315,42.476456,0.538206,0.128599,0.075816,0.057047,0.032438,0.092841,0.071017,0.099553,0.065259,0.058541,0.042226,0.038388,0.090604,0.130872,0.032438,0.038031,0.099808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.911844,0.936613,0.480428,0.474834,0.000148,0.068073,-0.000001,-0.003541,0,0.00947,0.486275,0.222222,22.116751,8.245929,115,129,13,17,197,53,14.004311,0.645455,0.010274,0.003425,0,0,0,0.063291,0,0.006849,0.018072,0.006849,0,0.006993,0.054645,0.038251,0.025316,0.006329,0.965237,0.980943,0.787387,0.570968,0.000941,0.079666,0,0.002187,0.000002,0.011853,0.796078,0.823529,24.979515,12.01152,194,214,33,55,994,165,27.389336,0.907143,0.076503,0.018072,0.013986,0.170886,0.300699,0.246988,0.081967,0.023438,0.054645,0.031646,0.088608,0.113014,0.293706,0.144578,0.167808,0.26776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,0.908752,0.846714,0.375033,0.476344,0.00014,0.069611,-0.000002,-0.001272,0,0.009475,0.352941,0.206897,21.864111,5.614721,71,121,12,7,247,65,15.419708,0.749623,0.004695,0.005305,0,0,0,0,0,0.004695,0.004695,0.00313,0,0,0,0,0,0.00313,0.978729,0.981706,0.545141,0.543218,0.002696,0.086544,0.000027,0.002999,0.000015,0.015165,0.552941,0.525,26.308008,18.122904,129,147,52,59,974,159,34.149826,0.951389,0.39726,0.054795,0.025039,0.172144,0.295181,0.195312,0.054688,0.027397,0.424658,0.054795,0.024735,0.186228,0.352785,0.179688,0.101562,0.031802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.914404,0.939116,0.285837,0.495331,0.000173,0.070645,-0.000002,-0.004613,0,0.009781,0.301961,0.176471,22.518137,8.318254,59,83,14,18,151,60,15.06189,0.361731,0.003122,0,0,0,0.050955,0.041775,0,0.003122,0.002081,0.007576,0,0,0.102273,0.005222,0,0,0.958818,0.991835,0.438225,0.549509,0.001012,0.088947,0,0.002945,0.000002,0.013227,0.462745,0.775,24.250345,14.210658,104,124,37,138,1847,390,82.349754,0.91369,0.022293,0.036842,0.089172,0.167102,0.260146,0.204301,0.139785,0.028662,0.05414,0.032258,0.020812,0.234848,0.412533,0.129032,0.083333,0.140127,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
95,0.93445,0.940085,0.763401,0.470576,0.000267,0.063525,-0.000004,0.000787,0,0.008183,0.772549,0.384615,23.117802,8.098873,180,206,18,19,377,80,16.976128,0.763158,0.01875,0.01875,0.025,0.030488,0.006098,0.04878,0,0.01875,0.01875,0.018293,0.02439,0.09375,0.04878,0.164634,0.036585,0.0125,0.956686,0.96105,0.772922,0.516482,0.000651,0.077834,0,0.004635,0.000001,0.011912,0.784314,0.611111,24.114058,8.284804,188,206,26,27,382,82,17.602095,0.786008,0.146341,0.115854,0.030488,0.04375,0.1375,0.16875,0.060976,0.085366,0.042683,0.01875,0.05625,0.115854,0.125,0.20625,0.0375,0.02439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,0.903865,0.908523,0.271854,0.467648,0.000159,0.068788,-0.000034,-0.006907,0,0.009503,0.27451,0.2,21.443935,7.434486,52,79,14,12,187,55,15.148855,0.363636,0.005405,0.00365,0,0,0,0,0,0.003604,0.009709,0.003604,0,0,0.020134,0.033557,0,0,0.971194,0.986441,0.538339,0.581222,0.001568,0.091069,0.000003,0.005023,0.000006,0.014041,0.541176,0.934211,24.851852,16.780201,130,144,43,77,1843,285,47.046513,0.930556,0.106195,0.177083,0.129293,0.20438,0.355987,0.165605,0.164103,0.088496,0.135417,0.032323,0.154362,0.237838,0.343478,0.178344,0.138462,0.127517,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
98,0.911143,0.990884,0.367463,0.448548,0.000163,0.074577,0,0.00061,0,0.011023,0.364706,0.105882,21.325001,11.494093,85,103,15,114,1440,266,49.136112,0.819688,0.002355,0.002703,0,0.033752,0.369702,0.033784,0.000785,0.00157,0.002355,0.001351,0,0.083784,0.318681,0.048649,0,0,0.926432,0.993757,0.389604,0.492299,0.000236,0.079951,0,0.004977,0,0.011428,0.392157,0.247788,23.065399,12.171986,92,107,18,171,2523,398,62.783989,0.842105,0.004054,0.00314,0.009419,0.054054,0.374324,0.047881,0.001351,0.002703,0.004054,0.00157,0.003925,0.098116,0.387838,0.098901,0.007849,0.001351,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
99,0.90247,0.933986,0.338261,0.454591,0.000139,0.067812,-0.000019,-0.013086,0,0.010123,0.333333,0.115385,20.121622,9.138961,66,97,13,16,185,56,16.9,0.415344,0.005464,0,0,0.037572,0.053528,0.004762,0,0.002732,0.00289,0.00289,0,0.047059,0.026316,0.016393,0,0,0.966115,0.990263,0.952481,0.600561,0.001421,0.090409,0.000003,0.006093,0.000004,0.012665,0.94902,0.820513,23.819225,12.075061,235,252,36,110,1704,290,55.945221,0.898785,0.065693,0.06599,0.209091,0.224138,0.382514,0.122727,0.091954,0.097324,0.08046,0.024793,0.172414,0.258278,0.356863,0.131148,0.072993,0.247126,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
100,0.911768,0.927396,0.421146,0.484417,0.000154,0.066126,0,-0.002928,0,0.008933,0.427451,0.4,22.233831,8.117303,101,115,14,15,201,54,13.730627,0.818878,0.010101,0.005051,0,0.06383,0.113402,0.086093,0,0.007968,0.011952,0.005051,0,0.079787,0.041237,0.02649,0.023904,0.005051,0.942524,0.96247,0.834471,0.532587,0.000355,0.077276,0,0.003183,0,0.011264,0.823529,0.592593,23.760147,10.563582,203,223,20,28,414,85,18.470406,0.893333,0.112583,0.091633,0.051793,0.141414,0.222222,0.164894,0.123711,0.019868,0.05298,0.020619,0.039735,0.207171,0.262626,0.132979,0.164948,0.092715,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
